Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
link0,-2.21907652596534E-08,-1.16344392510808E-08,0.000538247791607803,0,0,0,7.14380964147276E-06,7.09547840102883E-12,4.28536440220919E-17,7.27330777188598E-17,8.71236658742558E-12,1.14893231592751E-16,1.39367891333543E-11,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link0.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link0.STL,,cylinder_joint1-1,frame0,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
link1,2.2190765259746E-08,0.000838247791607803,-1.16344392510329E-08,0,0,0,7.14380964147277E-06,7.09547840102883E-12,-7.27330777190032E-17,-4.28536440221508E-17,1.39367891333544E-11,1.14893231591823E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link1.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link1.STL,,cylinder_joint1-2,frame1,axis1,joint1,continuous,0,0,0.0007,1.5708,0,1.5708,link0,0,0,1,100,1,-0.157,0.157,,,,,,,,
link2,-2.21907652596385E-08,0.000838247791607803,1.16344392512804E-08,0,0,0,7.14380964147276E-06,7.09547840102883E-12,7.2733077718794E-17,-4.28536440221158E-17,1.39367891333544E-11,-1.14893231591564E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link2.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link2.STL,,cylinder_joint1-3,frame2,axis2,joint2,continuous,0,0.001,0,0,1.5708,0,link1,0,0,1,100,1,-0.157,0.157,,,,,,,,
link3,-2.21907652596817E-08,0.000838247791607803,1.16344392514488E-08,0,0,0,7.14380964147276E-06,7.09547840102883E-12,7.2733077718483E-17,-4.28536440225979E-17,1.39367891333543E-11,-1.14893231591731E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link3.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link3.STL,,cylinder_joint1-4,frame3,axis3,joint3,continuous,0,0.001,0,0,-1.5708,0,link2,0,0,1,100,1,-0.157,0.157,,,,,,,,
link4,-2.21907652595847E-08,0.000838247791607803,1.16344392505517E-08,0,0,0,7.14380964147275E-06,7.09547840102882E-12,7.27330777185742E-17,-4.28536440226602E-17,1.39367891333543E-11,-1.14893231591943E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link4.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link4.STL,,cylinder_joint1-5,frame4,axis4,joint4,continuous,0,0.001,0,0,1.5708,0,link3,0,0,1,100,1,-0.157,0.157,,,,,,,,
link5,-2.21907652597724E-08,0.000838247791607805,1.16344392510284E-08,0,0,0,7.14380964147275E-06,7.09547840102882E-12,7.27330777185328E-17,-4.28536440225276E-17,1.39367891333543E-11,-1.14893231591784E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link5.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link5.STL,,cylinder_joint1-8,frame5,axis5,joint5,continuous,0,0.001,0,0,-1.5708,0,link4,0,0,1,100,1,-0.157,0.157,,,,,,,,
link6,-2.21907652596204E-08,0.000838247791607804,1.16344392499492E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,7.27330777188102E-17,-4.28536440227107E-17,1.39367891333543E-11,-1.1489323159158E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link6.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link6.STL,,cylinder_joint1-9,frame6,axis6,joint6,continuous,0,0.001,0,0,1.5708,0,link5,0,0,1,100,1,-0.157,0.157,,,,,,,,
link7,-2.21907652597829E-08,0.000838247791607803,1.16344392505934E-08,0,0,0,7.14380964147275E-06,7.09547840102882E-12,7.27330777190162E-17,-4.28536440224905E-17,1.39367891333543E-11,-1.14893231592449E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link7.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link7.STL,,cylinder_joint1-10,frame7,axis7,joint7,continuous,0,0.001,0,0,-1.5708,0,link6,0,0,1,100,1,-0.157,0.157,,,,,,,,
link8,-2.21907652596306E-08,0.000838247791607801,1.16344392498287E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,7.27330777186379E-17,-4.2853644021828E-17,1.39367891333543E-11,-1.14893231592695E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link8.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link8.STL,,cylinder_joint1-11,frame8,axis8,joint8,continuous,0,0.001,0,0,1.5708,0,link7,0,0,1,100,1,-0.157,0.157,,,,,,,,
link9,-2.21907652596635E-08,0.000838247791607802,1.1634439250027E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,7.27330777186584E-17,-4.28536440227988E-17,1.39367891333543E-11,-1.148932315921E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link9.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link9.STL,,cylinder_joint1-12,frame9,axis9,joint9,continuous,0,0.001,0,0,-1.5708,0,link8,0,0,1,100,1,-0.157,0.157,,,,,,,,
link10,2.21907652594877E-08,0.000838247791607802,-1.16344392530854E-08,0,0,0,7.14380964147275E-06,7.09547840102882E-12,-7.27330777184488E-17,-4.28536440220448E-17,1.39367891333543E-11,1.14893231592418E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link10.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link10.STL,,cylinder_joint1-13,frame10,axis10,joint10,continuous,0,0.001,0,0,1.5708,0,link9,0,0,1,100,1,-0.157,0.157,,,,,,,,
link11,2.21907652597481E-08,0.000838247791607804,-1.16344392519066E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,-7.27330777191194E-17,-4.28536440227158E-17,1.39367891333543E-11,1.14893231592021E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link11.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link11.STL,,cylinder_joint1-14,frame11,axis11,joint11,continuous,0,0.001,0,0,-1.5708,0,link10,0,0,1,100,1,-0.157,0.157,,,,,,,,
link12,-2.21907652592712E-08,0.000838247791607802,1.16344392489595E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,7.27330777187232E-17,-4.28536440224688E-17,1.39367891333543E-11,-1.14893231591502E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link12.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link12.STL,,cylinder_joint1-15,frame12,axis12,joint12,continuous,0,0.001,0,0,1.5708,0,link11,0,0,1,100,1,-0.157,0.157,,,,,,,,
link13,-2.21907652597256E-08,0.000838247791607804,1.16344392507759E-08,0,0,0,7.14380964147275E-06,7.09547840102882E-12,7.27330777187502E-17,-4.28536440218357E-17,1.39367891333543E-11,-1.14893231593429E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link13.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link13.STL,,cylinder_joint1-16,frame13,axis13,joint13,continuous,0,0.001,0,0,-1.5708,0,link12,0,0,1,100,1,-0.157,0.157,,,,,,,,
link14,2.21907652595504E-08,0.000838247791607802,-1.16344392536534E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,-7.27330777187182E-17,-4.28536440222973E-17,1.39367891333543E-11,1.14893231592192E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link14.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link14.STL,,cylinder_joint1-17,frame14,axis14,joint14,continuous,0,0.001,0,0,1.5708,0,link13,0,0,1,100,1,-0.157,0.157,,,,,,,,
link15,2.21907652597479E-08,0.000838247791607804,-1.16344392519019E-08,0,0,0,7.14380964147278E-06,7.09547840102884E-12,-7.2733077718594E-17,-4.28536440226031E-17,1.39367891333544E-11,1.14893231593017E-16,8.7123665874256E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link15.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link15.STL,,cylinder_joint1-18,frame15,axis15,joint15,continuous,0,0.001,0,0,-1.5708,0,link14,0,0,1,100,1,-0.157,0.157,,,,,,,,
link16,2.21907652599098E-08,0.000838247791607804,-1.16344392530593E-08,0,0,0,7.14380964147276E-06,7.09547840102883E-12,-7.27330777199987E-17,-4.28536440231096E-17,1.39367891333543E-11,1.14893231591443E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link16.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link16.STL,,cylinder_joint1-19,frame16,axis16,joint16,continuous,0,0.001,0,0,1.5708,0,link15,0,0,1,100,1,-0.157,0.157,,,,,,,,
link17,2.21907652597994E-08,0.000838247791607804,-1.16344392511564E-08,0,0,0,7.14380964147276E-06,7.09547840102883E-12,-7.27330777198471E-17,-4.28536440229726E-17,1.39367891333543E-11,1.14893231590642E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link17.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link17.STL,,cylinder_joint1-20,frame17,axis17,joint17,continuous,0,0.001,0,0,-1.5708,0,link16,0,0,1,100,1,-0.157,0.157,,,,,,,,
link18,-2.21907652596259E-08,0.000838247791607804,1.16344392482816E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,7.27330777183518E-17,-4.28536440234473E-17,1.39367891333543E-11,-1.14893231590171E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link18.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link18.STL,,cylinder_joint1-21,frame18,axis18,joint18,continuous,0,0.001,0,0,1.5708,0,link17,0,0,1,100,1,-0.157,0.157,,,,,,,,
link19,-2.21907652598278E-08,0.000838247791607804,1.16344392510689E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,7.2733077719228E-17,-4.28536440226449E-17,1.39367891333543E-11,-1.14893231592272E-16,8.71236658742557E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link19.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link19.STL,,cylinder_joint1-22,frame19,axis19,joint19,continuous,0,0.001,0,0,-1.5708,0,link18,0,0,1,100,1,-0.157,0.157,,,,,,,,
link20,2.2190765259793E-08,0.000838247791607804,-1.16344392541625E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,-7.27330777196271E-17,-4.28536440210982E-17,1.39367891333543E-11,1.14893231593385E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link20.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link20.STL,,cylinder_joint1-23,frame20,axis20,joint20,continuous,0,0.001,0,0,1.5708,0,link19,0,0,1,100,1,-0.157,0.157,,,,,,,,
link21,2.21907652594747E-08,0.000838247791607804,-1.16344392513518E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,-7.273307771773E-17,-4.28536440225769E-17,1.39367891333543E-11,1.14893231592291E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link21.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link21.STL,,cylinder_joint1-24,frame21,axis21,joint21,continuous,0,0.001,0,0,-1.5708,0,link20,0,0,1,100,1,-0.157,0.157,,,,,,,,
link22,-2.21907652600262E-08,0.0008382477916078,1.16344392488848E-08,0,0,0,7.14380964147277E-06,7.09547840102883E-12,7.27330777203637E-17,-4.28536440218424E-17,1.39367891333543E-11,-1.14893231592544E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link22.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link22.STL,,cylinder_joint1-25,frame22,axis22,joint22,continuous,0,0.001,0,0,1.5708,0,link21,0,0,1,100,1,-0.157,0.157,,,,,,,,
link23,-2.21907652596071E-08,0.000838247791607804,1.16344392509177E-08,0,0,0,7.14380964147276E-06,7.09547840102882E-12,7.27330777196128E-17,-4.28536440222124E-17,1.39367891333543E-11,-1.14893231591794E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link23.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link23.STL,,cylinder_joint1-26,frame23,axis23,joint23,continuous,0,0.001,0,0,-1.5708,0,link22,0,0,1,100,1,-0.157,0.157,,,,,,,,
link24,2.2190765259821E-08,0.000838247791607807,-1.16344392545999E-08,0,0,0,7.14380964147276E-06,7.09547840102883E-12,-7.27330777197075E-17,-4.28536440214416E-17,1.39367891333543E-11,1.14893231592688E-16,8.71236658742558E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link24.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link24.STL,,cylinder_joint1-27,frame24,axis24,joint24,continuous,0,0.001,0,0,1.5708,0,link23,0,0,1,100,1,-0.157,0.157,,,,,,,,
link25,-1.1634439251696E-08,-0.000161752208392194,-2.21907652601987E-08,0,0,0,7.14380964147276E-06,8.71236658742558E-12,1.14893231592688E-16,4.28536440214416E-17,1.39367891333543E-11,7.27330777197202E-17,7.09547840102883E-12,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link25.STL,0.647058823529412,0.619607843137255,0.588235294117647,1,0,0,0,0,0,0,package://cylinder_joint_25asm_14/meshes/link25.STL,,cylinder_joint1-27,frame25,axis25,joint25,fixed,0,0.001,0,0,-1.5708,0,link24,0,0,0,100,1,-0.157,0.157,,,,,,,,
